"","AdText","Affiliation","AffililationNum","AffililationObj"
"154","'Hands up, don't shoot' was built on pain. We don't ask police to hug us, we only ask them to stop killing black men. Because we are disproportionally killed by cops over and over again.","Liberal","0.323189347982407","list(Conservative = 0.191844880580902, Green = 0.0151320807635784, Liberal = 0.323189347982407, Libertarian = 0.469833701848984)"
"155","90-year-old WWII veteran is evicted on stretcher. The WWII veteran Johnnie H. Hodges refused to leave his house after he was not able to pay his mortgage while caring for his sick wife. Police and ambulance workers had to carry him away on a stretcher. A 90-year-old Navy veteran lived in his Buffalo home with his wife for decades. But about four years ago; he was taking care of his wife, who had Alzheimer's disease and spent all his income on her rehabilitation. In the process, he defaulted on his mortgage and amassed a huge debt totaling $73;000 to M&T Bank. Unfortunately, due to his default on his mortgage loan payments, he was evicted from his house on a stretcher. Why does the U.S. government treat military veterans absolutely disgracefully? Why the WWII veterans are literally being treated like human garbage by their own government? How potentially disabled veteran was evicted from his house? How come homelessness and unemployment among American veterans is much higher today than for the general population of the United States of America?","Liberal","0.413559168577194","list(Conservative = 0.200347721576691, Green = 0.00401789974421263, Liberal = 0.413559168577194, Libertarian = 0.382075190544128)"
"156","What differences do you see in the picture below? What do you think is the difference between police attitude towards white citizens and black citizens? Think about it.","Liberal","0.242701411247253","list(Conservative = 0.148071646690369, Green = 0.0146711375564337, Liberal = 0.242701411247253, Libertarian = 0.594555795192719)"
"157","St. Louis police shot teenager. Teen is paralyzed.        Last Saturday the 16-year-old Brandon Claxton prompted an officer to shoot him three times in a housing complex in Hodiamont Avenue. According to police, they responded to a call about someone with a stolen 40-caliber pistol. Brandon Claxton is in critical conditions. But according to witnesses, Brandon did not point a pistol at anyone but he was trying to run away from the officers. Where is the video evidence of police shooting? Police Chief Sam Dotson said that there is not a clear view on video. What if police is trying to cover up the story? Did you know that police did not allow Brandon's mother to see her son because he was in custody? Do you believe that police was justified to arrest Brandon? Cameras don't lie! We need to know the truth whether the boy posed a threat or not!","Conservative","0.101686224341393","list(Conservative = 0.101686224341393, Green = 0.00202954793348908, Liberal = 0.039190236479044, Libertarian = 0.857093989849091)"
"158","Rapper OG Maco walked the red carpet of BET Awards in a shirt donning the names of police brutality victims. Helluva statement. indeed!","Liberal","0.5238938331604","list(Conservative = 0.105547532439232, Green = 0.0191906336694956, Liberal = 0.5238938331604, Libertarian = 0.351367980241776)"
"159","This is so sad.. how slowly this is becoming reality. Please America. Please wake up and realize it's time to change. Don't hide your head in the sand","Conservative","0.187097355723381","list(Conservative = 0.187097355723381, Green = 0.322600930929184, Liberal = 0.161906912922859, Libertarian = 0.328394830226898)"
"160","'We want our chief back'        Last week, in a place that bills itself as the ""Friendliest Town on the Eastern Shore,"" angry residents marched to City Hall, demanding to give back a job for Kelvin Sewell, the community's first black police chief. On June 29 he was fired amid allegations leveled against white officers of departmental racism. After that the crowd of Sewell's supporters moved to voice their outrage to the Pocomoke City Council with posters that read ""We Support Chief Kelvin Sewell."" As a nation we have looked the other way for far too long and it is disgraceful! This time we're not fighting with police, we're fighting for justice. The system is broken, police doesn't protect us and the government cares only about tycoons' interests. So here's a question - who will care about Americans who can't protect themselves? Who will care about us? #JusticeforChiefSewell","Liberal","0.313395023345947","list(Conservative = 0.159782364964485, Green = 0.00377263873815536, Liberal = 0.313395023345947, Libertarian = 0.523050010204315)"
"161","Made In The US: The Justice Turns Into Business For years, inmates with non-violent felonies and misdemeanor charges in New York City had to sit in Rikers Island for months awaiting trial, 'cause they couldn't afford to pay bail. Under the city's new bail initiative announced by Mayor Bill de Blasio last week, some 3,000 low-level offenders are eligible for release without bail. The system needs serious reform. According to the New York Police Department, the biggest part of arrests are low-level offenses like peeing on the street or disorderly conduct. The New York Daily News reports that 81 percent of the 7.3 million people hit with summonses between 2001 and 2013 were black and Hispanic. So what should we do? The criminal penal system is antiquated. It should be changed. The worse, it is now designed to be for profit which has led to laws being designed to keep people in prison, rather than rehabilitating. More and more it looks like it's a business. The first rule of any society is development. At such rate the US government will start to sell indulgences soon. Our system is not only unfair, but also corrupt! We should explore alternative solutions and limit the number of people in prison to the most violent and potentially dangerous offenders. Only real criminals should be in jail! Lemme ask you, have you ever seen a one of the tobacco industry executives go to jail? I guess no. We also have never seen the Bush or any other Presidents administrations were brought to justice. America has a justice system that was supplanted the Jim Crow laws as a means to keep the minorities from developing real opportunities for keeping the very rich from ever being brought to justice.","Liberal","0.221171975135803","list(Conservative = 0.0279439091682434, Green = 0.0350645184516907, Liberal = 0.221171975135803, Libertarian = 0.715819656848907)"
"162","KKK, African-American group plan rallies at South Carolina Capitol Could you please just close your eyes for a minute? Now, imagine... 70-years after the Third Reich was down, Berlin organizes Nazi military parade. Sounds weird; inconceivable right? So tell me, why KKK march at South Carolina Capitol draws the ire only of local African-Americans? A Ku Klux Klan chapter and an African-American group plan overlapping demonstrations on Saturday outside the South Carolina State House; where state officials removed the Confederate battle flag last week. We have been fought with slavery, Jim Crow laws and etc for REALLy long time so what's the problem today? Nothing good coming out of this mess. So what is the purpose of this march? Hmmm... It feels like this could be billed as ""the fight of the century."" What do you think about it guys?","Conservative","0.266470670700073","list(Conservative = 0.266470670700073, Green = 0.0855089426040649, Liberal = 0.223725244402885, Libertarian = 0.42429518699646)"
"163","Another Woman Commits Suicide In Jail       A teen committed suicide in a jail cell an hour after being arrested, another suspicious case of a Black woman dying in police custody in the past week. The second case over a week, huh? How retarded and/or brainwashed by Fox News is one supposed to be to believe this is a coincidence? No way we are gonna buy such bullshit. The weirdest thing about this specific case is that the suicide was committed just an hour after the arrest. Moreover, the woman was suspected of stealing someone's phone which is quite not a reason for getting to her account. We've got to also take into consideration that 1 in 3 black men go to prison as opposed to a considerably lower rate with the white men (http://www.alternet. org/story/154587/1 _in_3_black_men_g(:_to_prison_the_10_most_disturbing_ facts_about racial_inequality_in_the_u.s._criminal_justice_system). It definitely seems like there's more to this since until recently taking into custody hasn't been a reason for suicide among black women. Now for some people the only way to deal with police violence at the police stations is simply killing themselves...","Liberal","0.310683012008667","list(Conservative = 0.0387200377881527, Green = 0.00150584429502487, Liberal = 0.310683012008667, Libertarian = 0.649091124534607)"
"164","Fast-growing black community. Latest news and everyday updates.","Liberal","0.267963975667953","list(Conservative = 0.183424383401871, Green = 0.37140691280365, Liberal = 0.267963975667953, Libertarian = 0.177204743027687)"
"165","Fast-growing black community. Latest news and everyday updates.","Liberal","0.267963975667953","list(Conservative = 0.183424383401871, Green = 0.37140691280365, Liberal = 0.267963975667953, Libertarian = 0.177204743027687)"
"166","Fast-growing black community. Latest news and everyday updates.","Liberal","0.267963975667953","list(Conservative = 0.183424383401871, Green = 0.37140691280365, Liberal = 0.267963975667953, Libertarian = 0.177204743027687)"
"167","Fast-growing black community. Latest news and everyday updates.","Liberal","0.267963975667953","list(Conservative = 0.183424383401871, Green = 0.37140691280365, Liberal = 0.267963975667953, Libertarian = 0.177204743027687)"
"168","Join us because we care. Black Matters!","Liberal","0.238862529397011","list(Conservative = 0.193435430526733, Green = 0.309613347053528, Liberal = 0.238862529397011, Libertarian = 0.258088678121567)"
"169","Join us because we care. Black Matters!","Liberal","0.238862529397011","list(Conservative = 0.193435430526733, Green = 0.309613347053528, Liberal = 0.238862529397011, Libertarian = 0.258088678121567)"
"170","What's life of black American today? How equal are we? Have you ever been hurt by aggressive police officers because of your race? What's your story?        Take an action and tell us your story and we post it on ""Black Matters"". We don't want our community to continue struggling with racism and police aggression. We want to fight back and to show how strong we are. Add your voice by sharing your experiences with us. You can send your story to blackmattersus@gmail.com or you can message us via Facebook anonym. or not. Being black in America comes with extra obstacles but together we call for powerful justice! Tell your story!","Liberal","0.366459608078003","list(Conservative = 0.113220050930977, Green = 0.00395570602267981, Liberal = 0.366459608078003, Libertarian = 0.516364634037018)"
"171","Even kids realize that black lives matter. Why are adults so blind then? Racial inequality should be stopped by any means.","Liberal","0.446377694606781","list(Conservative = 0.171929895877838, Green = 0.0662907138466835, Liberal = 0.446377694606781, Libertarian = 0.315401673316956)"
"172","Don't tell us race isn't the issue. Don't tell us the system works. Stop being blind, people.","Liberal","0.359618008136749","list(Conservative = 0.228873237967491, Green = 0.161480620503426, Liberal = 0.359618008136749, Libertarian = 0.250028073787689)"
"173","Nothing really changes. Everything remains the same. Being black is awesome, it's being black in America that sucks.","Liberal","0.298795729875565","list(Conservative = 0.207466751337051, Green = 0.341997891664505, Liberal = 0.298795729875565, Libertarian = 0.151739671826363)"
"174","There are people who generally believe racism is over, but minorities believe that there's a lot of racial discrimination in the United States of America. Thousands of African Americans experience discrimination due to inequality which results cultural failure and racial pathology. Do you realize that racism sits at the very core of American thinking?","Liberal","0.644636988639832","list(Conservative = 0.301420480012894, Green = 0.00145179277751595, Liberal = 0.644636988639832, Libertarian = 0.0524907186627388)"
"175","Keep calm and remember your roots. Don't let the government to take it away from you.","Conservative","0.264892727136612","list(Conservative = 0.264892727136612, Green = 0.148430079221725, Liberal = 0.114579118788242, Libertarian = 0.472098022699356)"
"176","Police Charges Black Student For Driving To A Well-lit Area Last time I checked US wasn't involved in any wars or anti-terrorist operations, at least officially. Well, then how come Detroit is no less dangerous then (the city ranks third in the list of top 100 US most dangerous cities)?? When 24-year-old DaJuawn Wallace saw flashing blue police lights in his rearview mirror he chose to proceed with caution since some people are known to be robbed by fake police officers. He preferred to find a well-lit area to pull over in. As a result, he was charged with 'fleeing' police. People are terrified by the police to such a degree that they even prefer to communicate with officers only in the well-lit areas. And get charged for that. Sometimes it makes me actually think that when not involved in any military operations in the foreign countries, our country's at war with its own citizens with the help of police.","Liberal","0.0836216583848","list(Conservative = 0.0610121265053749, Green = 0.00970655400305986, Liberal = 0.0836216583848, Libertarian = 0.845659673213959)"
"177","Keeping eye on our brother's cases and much more","Liberal","0.340281784534454","list(Conservative = 0.10326325148344, Green = 0.37833297252655, Liberal = 0.340281784534454, Libertarian = 0.178122013807297)"
"178","Keeping eye on our brother's cases and much more","Liberal","0.340281784534454","list(Conservative = 0.10326325148344, Green = 0.37833297252655, Liberal = 0.340281784534454, Libertarian = 0.178122013807297)"
"179","Keeping eye on our brother's cases and much more","Liberal","0.340281784534454","list(Conservative = 0.10326325148344, Green = 0.37833297252655, Liberal = 0.340281784534454, Libertarian = 0.178122013807297)"
"180","Join us because we care. Black matters.","Liberal","0.242953836917877","list(Conservative = 0.202351987361908, Green = 0.29984849691391, Liberal = 0.242953836917877, Libertarian = 0.254845678806305)"
"181","Join us because we care. Black matters.","Liberal","0.242953836917877","list(Conservative = 0.202351987361908, Green = 0.29984849691391, Liberal = 0.242953836917877, Libertarian = 0.254845678806305)"
"182","Join us because we care. Black matters.","Liberal","0.242953836917877","list(Conservative = 0.202351987361908, Green = 0.29984849691391, Liberal = 0.242953836917877, Libertarian = 0.254845678806305)"
"183","Your life matter.My life matter. Black matters.","Conservative","0.217171087861061","list(Conservative = 0.217171087861061, Green = 0.375293582677841, Liberal = 0.18990869820118, Libertarian = 0.217626631259918)"
"184","Your life matter.My life matter. Black matters.","Conservative","0.217171087861061","list(Conservative = 0.217171087861061, Green = 0.375293582677841, Liberal = 0.18990869820118, Libertarian = 0.217626631259918)"
"185","Your life matter.My life matter. Black matters.","Conservative","0.217171087861061","list(Conservative = 0.217171087861061, Green = 0.375293582677841, Liberal = 0.18990869820118, Libertarian = 0.217626631259918)"
"186","We really can change the world if we stay united.","Liberal","0.167628288269043","list(Conservative = 0.146035566926003, Green = 0.481630086898804, Liberal = 0.167628288269043, Libertarian = 0.204706057906151)"
"187","We really can change the world if we stay united.","Liberal","0.167628288269043","list(Conservative = 0.146035566926003, Green = 0.481630086898804, Liberal = 0.167628288269043, Libertarian = 0.204706057906151)"
"188","We really can change the world if we stay united.","Liberal","0.167628288269043","list(Conservative = 0.146035566926003, Green = 0.481630086898804, Liberal = 0.167628288269043, Libertarian = 0.204706057906151)"
"189","Black matters because everyone's life matters","Liberal","0.206033542752266","list(Conservative = 0.173728793859482, Green = 0.298431485891342, Liberal = 0.206033542752266, Libertarian = 0.321806192398071)"
"190","Black matters because everyone's life matters","Liberal","0.206033542752266","list(Conservative = 0.173728793859482, Green = 0.298431485891342, Liberal = 0.206033542752266, Libertarian = 0.321806192398071)"
"191","Black matters because everyone's life matters","Liberal","0.206033542752266","list(Conservative = 0.173728793859482, Green = 0.298431485891342, Liberal = 0.206033542752266, Libertarian = 0.321806192398071)"
"192","We can be heard only when we stand together. Black matters.","Liberal","0.235198959708214","list(Conservative = 0.159590065479279, Green = 0.420400857925415, Liberal = 0.235198959708214, Libertarian = 0.184810221195221)"
"193","We can be heard only when we stand together. Black matters.","Liberal","0.235198959708214","list(Conservative = 0.159590065479279, Green = 0.420400857925415, Liberal = 0.235198959708214, Libertarian = 0.184810221195221)"
"194","We can be heard only when we stand together. Black matters.","Liberal","0.235198959708214","list(Conservative = 0.159590065479279, Green = 0.420400857925415, Liberal = 0.235198959708214, Libertarian = 0.184810221195221)"
"195","Poet, Phyllis Wheatley, born into slavery in 1753 in Boston MA. First African American woman to have her writings published.","Liberal","0.377974838018417","list(Conservative = 0.161680236458778, Green = 0.293599605560303, Liberal = 0.377974838018417, Libertarian = 0.16674530506134)"
"196","Black Matters","Liberal","0.223389253020287","list(Conservative = 0.220771595835686, Green = 0.323100537061691, Liberal = 0.223389253020287, Libertarian = 0.232738614082336)"
"197","Florida police department used black men's mugshots for target practice a couple of months ago.","Conservative","0.471858829259872","list(Conservative = 0.471858829259872, Green = 0.0628346726298332, Liberal = 0.197397783398628, Libertarian = 0.267908692359924)"
"198","Chicago Boy Amari Brown Among 3 Dead, 27 Injured In Just 8-Hour Span        In just an eight-hour span during the Fourth of July weekend, gun violence in Chicago left three people dead and 27 wounded. Amari Brown, a 7-year-old boy on the city's West Side, was the youngest of the fatalities. Those 30 shootings came between 9:20 p.m Saturday and 4:45 a.m. Sunday. Amari had spent the day celebrating with family and riding his scooter up and down the block where he lived with his grandmother and several other relatives in Humboldt Park. Just before midnight, a gunman opened fire outside a relative's home where Amari and other children were playing, hitting both the 7-year-old and a 26-year-old woman in the chest. No arrests have been made. Family members will hold a press conference Sunday afternoon to call for Amari's killer to turn himself in. How can we feel safe here in America? Permanent threat to life follows every American like a shadow. What did this boy do to deserve a bullet in his body? He just played with his friends outdoor. Is human life really worth nothing in our country? Rest in peace, Amari Brown.","Conservative","0.314703583717346","list(Conservative = 0.314703583717346, Green = 0.132458910346031, Liberal = 0.228764086961746, Libertarian = 0.324073433876038)"
"199","There are people who generally believe racism is over, but minorities believe that there's a lot of racial discrimination in the United States of America. Thousands of African Americans experience discrimination due to inequality which results cultural failure and racial pathology. Do you realize that racism sits at the very core of American thinking?","Liberal","0.644636988639832","list(Conservative = 0.301420480012894, Green = 0.00145179277751595, Liberal = 0.644636988639832, Libertarian = 0.0524907186627388)"
"200","It's time to be proud of our black beauty. Being born black is beautiful, being born black is powerful.","Conservative","0.245771676301956","list(Conservative = 0.245771676301956, Green = 0.55487447977066, Liberal = 0.175295472145081, Libertarian = 0.0240583755075932)"
"201","The panel represents Maurice, the Roman legion commander, who was black and was martyred for refusing to slaughter Christians. This painting is made by Mathis Gothart Grunewald.","Conservative","0.549507200717926","list(Conservative = 0.549507200717926, Green = 0.110493741929531, Liberal = 0.171166643500328, Libertarian = 0.168832466006279)"
"202","Keep calm and remember your roots. Don't let the government to take it away from you.","Conservative","0.264892727136612","list(Conservative = 0.264892727136612, Green = 0.148430079221725, Liberal = 0.114579118788242, Libertarian = 0.472098022699356)"
"203","Nothing really changes. Everything remains the same. Being black is awesome, it's being black in America that sucks.","Liberal","0.298795729875565","list(Conservative = 0.207466751337051, Green = 0.341997891664505, Liberal = 0.298795729875565, Libertarian = 0.151739671826363)"
"204","Police Charges Black Student For Driving To A Well-lit Area Last time I checked US wasn't involved in any wars or anti-terrorist operations, at least officially. Well, then how come Detroit is no less dangerous then (the city ranks third in the list of top 100 US most dangerous cities)?? When 24-year-old DaJuawn Wallace saw flashing blue police lights in his rearview mirror he chose to proceed with caution since some people are known to be robbed by fake police officers. He preferred to find a well-lit area to pull over in. As a result, he was charged with 'fleeing' police. People are terrified by the police to such a degree that they even prefer to communicate with officers only in the well-lit areas. And get charged for that. Sometimes it makes me actually think that when not involved in any military operations in the foreign countries, our country's at war with its own citizens with the help of police.","Liberal","0.0836216583848","list(Conservative = 0.0610121265053749, Green = 0.00970655400305986, Liberal = 0.0836216583848, Libertarian = 0.845659673213959)"
"205","Police Charges Black Student For Driving To A Well-lit Area Last time I checked US wasn't involved in any wars or anti-terrorist operations, at least officially. Well, then how come Detroit is no less dangerous then (the city ranks third in the list of top 100 US most dangerous cities)?? When 24-year-old DaJuawn Wallace saw flashing blue police lights in his rearview mirror he chose to proceed with caution since some people are known to be robbed by fake police officers. He preferred to find a well-lit area to pull over in. As a result, he was charged with 'fleeing' police. People are terrified by the police to such a degree that they even prefer to communicate with officers only in the well-lit areas. And get charged for that. Sometimes it makes me actually think that when not involved in any military operations in the foreign countries, our country's at war with its own citizens with the help of police.","Liberal","0.0836216583848","list(Conservative = 0.0610121265053749, Green = 0.00970655400305986, Liberal = 0.0836216583848, Libertarian = 0.845659673213959)"
"206","Andy Hallinan — a new justice fighter who banned Muslims from his shop        Andy Hallinan, a Florida gun shop owner has banned Muslim customers from his store. He declared his shop a ""Muslim-free zone"" in response to a shooting in Chattanooga, where a Kuwait-born terrorist killed five US Marines. Hallinan announced his store's new policy sitting against the Confederate flag. The video posted in Facebook became popular. What we can say? Hallinan is completely right! If the government cannot provide our security, then we must do everything possible to provide it. A lot of Muslims become Islamists, who pose a real threat to our national security. We consider that it is really dangerous to sell arms to Muslims, as there're a lot of terrorists among them. The 2nd amendment was written for people, but it doesn't relieve people of responsibility.","Conservative","0.128572106361389","list(Conservative = 0.128572106361389, Green = 0.0449500642716885, Liberal = 0.0614415295422077, Libertarian = 0.765036225318909)"
"207","A number of refugees has increased since Obama became the President        States across the country were filled with flows of refugees since Obama became the President. The U.S. refugee admissions database wrapsnet.org states that 437,829 new refugees came to the USA since Obama first took office. Most of them were placed in Texas (46,351), California (44,162) and New York (26,293). Many of refugees were placed in Ohio (14,855), Florida (21,613), Virginia (9,395), Colorado (11,300) and Nevada (3,421). Such active provision of a shelter for refugees sooner or later will lead to the fact that the number of terrorist attacks in the USA will increase. The US Homeland Security Committee considers that the administration is admitting too many refugees from Iraq and Syria, a hotbed of ISIS terrorism. Perhaps new terrorist attacks won't be so large as the 9/11 but there will be more terrorist attacks if the immigration policy won't be tightened. We have a lot of problems that require an active response and decisions from the government: poverty, the problems of veterans, homelessness, racism, law enforcement system and so on. Is it possible to offer a better life for refugees if not all US citizens live normally?","Liberal","0.58308207988739","list(Conservative = 0.203578963875771, Green = 0.00773849571123719, Liberal = 0.58308207988739, Libertarian = 0.205600455403328)"
"208","The Census Bureau published the new data in its International Data Base, which contains population estimates and projections up to the year 2050. The figure from the Census Bureau is a calculation of net migration—meaning the total number of immigrants who will arrive in the United States in 2015 would actually be larger than 1.24 million.        Of course, the United States is the country of immigrants. But if America had huge undeveloped lands and needed workers at the earliest stage, today there is a jobs deficit. Today the government must restrict immigration that is a reason of interethnic tensions in the United States. High unemployment rate fuels intolerance toward immigrants that are ready to work illegally for low wages. So, besides social problem, immigrants threaten the U.S. economy. Those who work illegaly don't pay taxes that are an important part of state budget. Working illegaly, they break the law. Lack of immigration restrictions increases crime rates. Moreover, more and more immigrants cannot speak English. One-fifth of people in the United States speak a foreign language at home, according to a report of the Center for Immigration Studies. You see, increasing ammount of immigrants in the United States creates social and economic problems. However, we have a risk not only to worsen the U.S. economy, but also to lose our culture. America can't be the Tower of Babel, we cannot allow everybody to live here if immigration threatens us. We don't hate foreigners, we are glad to see tourists from every corner of the world, but we cannot allow them to stay here. It's the bathos of stupidity to stimulate immigration when it creates enormous problems for the nation.","Conservative","0.575802147388458","list(Conservative = 0.575802147388458, Green = 0.00469877570867538, Liberal = 0.278326272964478, Libertarian = 0.141172826290131)"
"209","This man pedaled from Mission beach, San Diego all the way to the east coast carrying this great flag! He rode in memory of all the fallen troops and got it signed by service members along the way. It is very common among service members to sign flags for each other. This man is a true patriot, and we should be proud of that there are such people in America!","Conservative","0.432377696037292","list(Conservative = 0.432377696037292, Green = 0.0466784536838531, Liberal = 0.123458757996559, Libertarian = 0.397485077381134)"
"210","President Reagan kissing Old Glory       This man's love of country brings tears to my eyes. Can we get another leader who passionate about America like that?","Liberal","0.288625627756119","list(Conservative = 0.23856183886528, Green = 0.294669568538666, Liberal = 0.288625627756119, Libertarian = 0.178142949938774)"
"211","""It is not always the same thing to be a good man and a good citizen."" Aristotle","Conservative","0.189821749925613","list(Conservative = 0.189821749925613, Green = 0.224795922636986, Liberal = 0.15544094145298, Libertarian = 0.429941445589066)"
"212","Melissa Stockwell is an Iraqi War Veteran, she was the first female soldier to lose a limb in the Iraq War. However, she keeps it star-spangled in spite of m isfortune. Melissa met both Obama and G.W.Bush. But we wish all veterans were treated like her as all of us do know that many people who sacrificed their health for the public good are still forgotten and ignored by our officials.","Conservative","0.638488948345184","list(Conservative = 0.638488948345184, Green = 0.0761321857571602, Liberal = 0.169598013162613, Libertarian = 0.115780860185623)"
"213","Morning, dear patriots! We hope that's gonna be a great week for you and our country!","Conservative","0.293969482183456","list(Conservative = 0.293969482183456, Green = 0.252007991075516, Liberal = 0.22486124932766, Libertarian = 0.229161277413368)"
"214","This boy's love of country brings tears to my eyes. United we stand!","Liberal","0.327020972967148","list(Conservative = 0.172246381640434, Green = 0.341293781995773, Liberal = 0.327020972967148, Libertarian = 0.159438893198967)"
"215","Marine Corps General Joseph Dunford told the Congress last week that the deaths of 500 soldiers in Iraq and Afghanistan could be attributed to Iran. This statement sounds strange on the background of rapproachment between Obama's administration and Tehran.        Although, this rapproachment in itself looks strange. We would remind you that Tehran has never expressed its condolences for the Iran hostage crisis. Moreover, the Supreme Leader of Iran Ali Hosseini Khamenei is too disrespectful to the United States despite of friendly actions of Obama's administration. And Iranian military command claims that Iran is ready to come into collision with America at any moment. The Iran deal is a shame of the United States. Senate Republicans were right when they expressed their distrust of Iranian government. It's not clear why Obama has refused containment of Iran that is an potential enemy not only for the United States, but also for the rest world. Barack Obama is, by all appearances, a true traitor of the United States. And it's not empty words — the rapprochement with Iran is either a treachery or stupidness.","Liberal","0.46171173453331","list(Conservative = 0.151623100042343, Green = 0.129541039466858, Liberal = 0.46171173453331, Libertarian = 0.257124066352844)"
"216","NAACP wants removal of Confederate generals from Stone Mountain       Three days after the Confederate battle flag was ceremonially removed from the South Carolina Statehouse grounds in Columbia, Atlanta chapter of the NAACP officially called for the removal of Stone Mountain's iconic Confederate Memorial carving. According to WSB-TV in Atlanta, the organization calls for the removal of all symbols of the Confederacy from the park, as well as any other state-owned buildings, parks and lands. The USA is out of balance now. We loose our history! The gays, lesbians and trans-sexuals have more rights now then other folks. They bring pervert culture in our houses as something normal. Today, LGBT community has turned into the head and everyone else is the tail. We inherit the history, we make it, and we are fated to become part of it. What kind of inheritage next generation will get? The rainbow flag that is offensive and a symbol of hate. Instead of delete a big part of our history, can we ban the rainbow from public display?","Liberal","0.172607228159904","list(Conservative = 0.162026211619377, Green = 0.358109086751938, Liberal = 0.172607228159904, Libertarian = 0.307257443666458)"
"217","A terrorist attack was conducted at two U.S. military sites in Chattanooga Mohammad Youssef Abdulazeez was shot and killed by police after he attacked two military sites in Chattanooga, Tennessee and killed four U.S. Marines at the Navy Operational Support Center and Marine Corps Reserve Center. Authorities say a man was a practicing Muslim. At present FBI is conducting an investigation. According to his beliefs, Mohammad was a fundamental Islamist. Having examined after his death his social pages, FBI has found that he kept a blog and had a note where he said that he conducted a terrorist act in obedience to Allah. It is notable that the terrorist attack was conducted in the last day of Ramadan. It is noteworthy that in his letter the terrorist didn't refer to ISIS or AI-Qaeda; he acted in his own volition. We don't want to stir up Islamophobia, but if such manifestations of Islam have place, it is very sorrowful for the United States. The situation in the Middle East and the extensive propaganda of ISIS make ordinary Muslims to become radical Islamists and take the path of war and death. If people on their own commit such attacks, the American society must take it more seriously. The society should develop a new behavioral model towards Islam, according to which, on the one hand Muslims and Christians will live comfortable together. And on the other hand, Muslims won't tend to radical activities and the destruction of peaceful life of Americans.","Conservative","0.335514843463898","list(Conservative = 0.335514843463898, Green = 0.0061261230148375, Liberal = 0.165569961071014, Libertarian = 0.492789149284363)"
"218","Good morning, dear patriots! Today is 16th of July. The Apollo 11, the first U.S. lunar landing mission, is launched from Cape Canaveral, Florida, on this day in 1969. It was a great day in history! Americans are first and only who landed on the moon till today. We are the great nation! And we have to go forward with our head high!","Conservative","0.246885478496552","list(Conservative = 0.246885478496552, Green = 0.446838766336441, Liberal = 0.142930001020432, Libertarian = 0.163345739245415)"
"219","The spread of hatred in the American society        On Saturday there were two protests: a Ku Klux Klan rally in South Carolina and an anti-racism protest. About 2,000 people arrived to South Carolina's statehouse. Some of them present the KKK's rally against the removal of the Confederate flag, while others were from the New Black Panther party and Black Lives matter groups, holding the Republic of New Afrika flag. It is a very clear signal for the federal government that the protest obtains a systematic and ideological basis. The Klan wanted to underline the traditional heritage of the Confederate flag. Black protesters, on the contrary stand against racism. There were also many anti-racism supporters of other races. The main problem is hatred which is spread among our society. The government does nothing to solve the matter. If America is a land of free, we should clear our country of racism. But on the other hand we shouldn't refuse our history and our traditions.","Liberal","0.617007970809937","list(Conservative = 0.175784721970558, Green = 0.0112161813303828, Liberal = 0.617007970809937, Libertarian = 0.195991098880768)"
"220","The U.S. flag hasn't been lowered in honor of the murdered Marines        Monday morning, July 20, the US flag continued to fly at the top of the White House and the US capitol building despite the fact that a gunman killed five US Marines in Chattanooga, Tenn. President Obama hasn't ordered to lower a flag, though a federal law states that the flag shall be flown at half-staff upon the deaths of principal figures or the governor can lower the US flag in his or her state following the deaths of officials or members of the US Army. By contrast, Obama ordered the flags to half-staff following on the same day that as the shootings at the Sandy Hook Elementary School. The flag was lowered to half-staff the day following the terrorist attack during the Boston marathon, the shooting at the Washington Navy Yard and the following the death of Nelson Mandela. But it hasn't yet been lowered in honor of the service members murdered in Tennessee. By doing so Obama shows the highest degree of disrespect for the fallen soldiers. It turns out that for him the soldiers as well as veterans do not deserve any attention or respect. Soldiers are needed only when it is necessary to send them to the next unknown operation. They considered as meat. But in reality, they are our heroes! They were victims of a terrorist attack. They were victims of a man who at first won refugee status and then decided to kill in the name of Allah. In general during the Obama presidency the country was divided in many ways: racism became more evident, the number of illegal immigrants, who do not even bother to learn English, because it's enough to speak Spanish, has increased.","Conservative","0.905776023864746","list(Conservative = 0.905776023864746, Green = 0.00131373258773237, Liberal = 0.0477440245449543, Libertarian = 0.0451662018895149)"
"221","We can't all be Presidents, but we can all be patriots.","Conservative","0.372729867696762","list(Conservative = 0.372729867696762, Green = 0.116168446838856, Liberal = 0.155094146728516, Libertarian = 0.356007516384125)"
"222","The most patriotic page you've seen!","Conservative","0.41418531537056","list(Conservative = 0.41418531537056, Green = 0.237930864095688, Liberal = 0.153426647186279, Libertarian = 0.194457158446312)"
"223","The most patriotic page you've seen!","Conservative","0.41418531537056","list(Conservative = 0.41418531537056, Green = 0.237930864095688, Liberal = 0.153426647186279, Libertarian = 0.194457158446312)"
